"","Name","Season","PA","BA","OBP","SLG","R","RBI","Single","Double","Triple","HR","SB","CS","BB","IBB","K","DP","HBP","SH","SF","ServiceTime","PreBreakout"
"1","Takahama, Yuto","2017",12,0.182,0.25,0.182,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,2,"0"
"2","Takahama, Yuto","2020",23,0.316,0.381,0.316,4,0,6,0,0,0,0,0,2,0,6,0,0,2,0,3,"0"
"3","Takahama, Yuto","2021",404,0.262,0.305,0.39,34,43,66,21,1,8,2,0,23,1,82,10,1,11,2,4,"0"
"4","Takayama, Shun","2016",530,0.275,0.316,0.391,48,65,100,23,5,8,5,4,27,1,109,8,4,2,3,1,"0"
"5","Takayama, Shun","2017",353,0.25,0.3,0.369,40,24,58,15,3,6,6,3,21,0,77,3,3,0,1,2,"0"
"6","Takayama, Shun","2018",134,0.172,0.201,0.234,8,14,16,5,0,1,0,1,4,0,22,4,1,0,1,3,"0"
"7","Takayama, Shun","2019",300,0.269,0.336,0.369,25,29,56,12,0,5,9,3,24,4,56,3,3,2,0,4,"0"
"8","Suzuki, Kyo","2024",4,0.5,0.5,0.5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"9","Suzuki, Kyo","2025",6,0.333,0.333,0.333,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,"0"
"10","Ishikawa, Shingo","2016",28,0.074,0.074,0.074,0,1,2,0,0,0,0,0,0,0,5,1,0,1,0,4,"0"
"11","Ishizuka, Soichiro","2024",40,0.194,0.333,0.29,2,6,5,0,0,1,0,0,3,0,10,0,4,0,1,1,"0"
"12","Ishizuka, Soichiro","2025",60,0.236,0.3,0.309,4,6,9,4,0,0,0,0,1,0,17,2,4,0,0,2,"0"
"13","Arizono, Naoki","2022",7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,"0"
"14","Arizono, Naoki","2023",5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,"0"
"15","Arizono, Naoki","2025",35,0.226,0.286,0.29,3,3,5,2,0,0,0,0,2,0,12,1,1,0,1,3,"0"
"16","Togawa, Daisuke","2019",25,0.174,0.24,0.348,3,1,2,1,0,1,0,1,2,0,4,0,0,0,0,1,"0"
"17","Togawa, Daisuke","2020",9,0.111,0.111,0.111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"18","Togawa, Daisuke","2021",18,0.059,0.056,0.059,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,3,"0"
"19","Togawa, Daisuke","2022",7,0,0.143,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,"0"
"20","Shoji, Yudai","2025",18,0.235,0.278,0.412,2,2,1,3,0,0,1,0,1,0,5,0,0,0,0,1,"0"
"21","Ueda, Kai","2016",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"0"
"22","Ueda, Kai","2017",22,0.278,0.316,0.278,5,0,5,0,0,0,1,1,1,0,6,0,0,3,0,2,"0"
"23","Ueda, Kai","2018",243,0.192,0.289,0.197,29,1,37,1,0,0,19,2,25,0,55,5,2,18,0,3,"0"
"24","Ueda, Kai","2019",37,0.242,0.286,0.333,22,2,7,0,0,1,12,2,1,0,8,0,1,2,0,4,"0"
"25","Ohtani, Shohei","2016",382,0.322,0.416,0.588,65,67,63,18,1,22,7,2,54,2,98,7,1,0,4,4,"0"
"26","Uchida, Yasuhito","2016",58,0.204,0.259,0.389,3,7,5,4,0,2,0,0,4,0,27,0,0,0,0,2,"0"
"27","Uchida, Yasuhito","2017",21,0.048,0.048,0.048,0,1,1,0,0,0,0,0,0,0,9,1,0,0,0,3,"0"
"28","Uchida, Yasuhito","2018",193,0.198,0.259,0.435,16,25,17,6,0,12,0,1,14,0,66,4,1,0,1,4,"0"
"29","Ueno, Kyohei","2021",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"30","Ueno, Kyohei","2022",31,0.074,0.138,0.111,2,0,1,1,0,0,0,0,2,0,9,0,0,2,0,2,"0"
"31","Inoue, Tomoya","2023",41,0.263,0.317,0.395,3,3,7,2,0,1,0,0,3,0,10,0,0,0,0,1,"0"
"32","Inoue, Tomoya","2024",10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,"0"
"33","Inoue, Tomoya","2025",24,0.125,0.125,0.125,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,3,"0"
"34","Ohsato, Kosei","2023",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"35","Ohsato, Kosei","2024",176,0.235,0.304,0.327,11,8,28,4,2,2,5,2,14,0,26,1,1,8,0,2,"0"
"36","Ohsato, Kosei","2025",101,0.224,0.309,0.271,12,7,17,0,2,0,4,2,11,0,15,0,0,4,1,3,"0"
"37","Noma, Takayoshi","2016",25,0.292,0.292,0.292,4,1,7,0,0,0,1,1,0,0,3,1,0,1,0,2,"0"
"38","Noma, Takayoshi","2017",85,0.189,0.259,0.203,34,2,13,1,0,0,10,5,7,0,13,1,0,4,0,3,"0"
"39","Noma, Takayoshi","2018",447,0.286,0.343,0.393,64,46,90,14,7,5,17,10,30,0,69,2,6,4,2,4,"0"
"40","Nishimori, Masashi","2016",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,"0"
"41","Nishimura, Ryo","2018",93,0.193,0.217,0.307,9,8,11,4,0,2,2,0,3,0,27,1,0,1,1,1,"0"
"42","Nishimura, Ryo","2019",53,0.265,0.294,0.449,3,4,8,3,0,2,2,0,2,0,10,1,0,2,0,2,"0"
"43","Nishimura, Ryo","2020",76,0.161,0.268,0.242,7,3,7,2,0,1,2,2,9,0,12,0,0,5,0,3,"0"
"44","Nishimura, Ryo","2021",45,0.214,0.267,0.262,0,2,7,2,0,0,0,0,3,0,6,1,0,0,0,4,"0"
"45","Hayashi, Kouta","2020",8,0.125,0.125,0.25,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,"0"
"46","Hayashi, Kota","2021",376,0.266,0.301,0.392,26,40,70,15,0,10,0,1,16,3,93,9,2,0,1,2,"0"
"47","Hayashi, Kota","2023",62,0.207,0.258,0.328,5,5,7,4,0,1,0,0,3,0,20,0,1,0,0,3,"0"
"48","Hayashi, Kota","2024",64,0.183,0.234,0.25,4,2,7,4,0,0,0,0,4,1,20,3,0,0,0,4,"0"
"49","Tanaka, Haruto","2025",13,0.308,0.308,0.462,3,2,2,2,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"50","Nirasawa, Yuya","2022",12,0.1,0.182,0.1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,"0"
"51","Nirasawa, Yuya","2023",55,0.14,0.218,0.18,5,3,5,2,0,0,0,0,5,1,13,3,0,0,0,2,"0"
"52","Nirasawa, Yuya","2024",15,0.133,0.133,0.133,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,3,"0"
"53","Nakamura, Kento","2022",137,0.24,0.285,0.339,12,10,23,3,0,3,0,0,8,2,31,1,0,7,1,1,"0"
"54","Nakamura, Kento","2024",24,0.083,0.083,0.208,1,2,1,0,0,1,0,0,0,0,8,0,0,0,0,2,"0"
"55","Nakamura, Kento","2025",10,0,0.4,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,3,"0"
"56","Okoye, Louis","2016",130,0.185,0.233,0.294,14,6,13,6,2,1,4,4,6,0,27,1,2,1,2,1,"0"
"57","Okoye, Louis","2017",141,0.3,0.331,0.5,21,11,19,17,0,3,5,2,3,0,38,3,3,5,0,2,"0"
"58","Okoye, Louis","2018",117,0.198,0.219,0.333,13,6,12,7,1,2,2,3,2,0,23,3,1,3,0,3,"0"
"59","Okoye, Louis","2019",122,0.182,0.242,0.3,12,15,13,4,0,3,5,1,6,0,29,3,3,2,1,4,"0"
"60","Kaneko, Yuji","2016",520,0.265,0.331,0.311,64,33,106,12,3,1,53,17,40,0,69,5,6,13,1,4,"0"
"61","Kamikawabata, Daigo","2022",301,0.291,0.36,0.356,22,17,65,7,2,2,8,10,21,0,45,3,7,12,0,1,"0"
"62","Kamikawabata, Daigo","2023",346,0.212,0.305,0.235,16,18,56,5,1,0,3,4,34,1,51,5,6,12,1,2,"0"
"63","Kamikawabata, Daigo","2024",305,0.248,0.321,0.291,25,16,57,4,2,1,5,0,22,0,40,4,6,18,1,3,"0"
"64","Kamikawabata, Daigo","2025",81,0.167,0.259,0.208,4,5,9,3,0,0,0,0,7,0,9,4,2,0,0,4,"0"
"65","Kitamura, Keigo","2023",23,0.19,0.174,0.333,4,7,3,0,0,1,0,0,0,0,5,1,0,0,2,1,"0"
"66","Kitamura, Keigo","2025",141,0.267,0.364,0.475,15,19,17,10,0,5,0,1,15,0,20,3,4,1,1,2,"0"
"67","Hiranuma, Shota","2017",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"68","Hiranuma, Shota","2018",9,0.333,0.333,0.444,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,"0"
"69","Hiranuma, Shota","2019",184,0.236,0.291,0.333,20,16,27,9,2,1,2,1,10,0,26,3,3,5,1,3,"0"
"70","Hiranuma, Shota","2020",180,0.228,0.299,0.291,18,6,28,6,2,0,1,2,12,0,24,5,4,6,0,4,"0"
"71","Fukuda, Shuhei","2018",345,0.264,0.34,0.329,39,15,65,8,4,1,16,9,31,0,33,2,3,16,0,1,"0"
"72","Fukuda, Shuhei","2019",583,0.25,0.342,0.309,65,38,103,13,5,2,30,14,62,0,57,7,8,19,2,2,"0"
"73","Fukuda, Shuhei","2020",312,0.258,0.366,0.335,33,24,51,12,4,0,13,5,43,0,44,5,3,3,3,3,"0"
"74","Fukuda, Shuhei","2021",471,0.275,0.354,0.321,47,21,96,14,1,1,9,1,43,0,52,6,8,10,2,4,"0"
"75","Masuda, Riku","2022",156,0.25,0.318,0.4,15,16,24,6,0,5,2,0,13,1,42,3,1,2,0,1,"0"
"76","Masuda, Riku","2024",6,0,0.167,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,"0"
"77","Masuda, Riku","2025",286,0.231,0.272,0.326,22,21,46,10,0,5,0,3,13,1,62,4,3,3,3,3,"0"
"78","Yoshida, Yuto","2017",8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"79","Yoshida, Yuto","2018",6,0.167,0.167,0.167,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,"0"
"80","Kurihara, Ryoya","2017",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"81","Kurihara, Ryoya","2018",9,0.111,0.111,0.111,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,"0"
"82","Kurihara, Ryoya","2019",45,0.231,0.311,0.359,4,7,7,0,1,1,0,0,3,0,10,1,2,0,1,3,"1"
"83","Kurihara, Ryoya","2020",500,0.243,0.307,0.42,52,73,66,21,3,17,5,5,38,0,90,7,5,11,6,4,"0"
"84","Koga, Yudai","2018",15,0.077,0.143,0.077,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,1,"0"
"85","Koga, Yudai","2019",17,0.2,0.25,0.2,1,0,3,0,0,0,0,0,1,0,2,0,0,1,0,2,"0"
"86","Koga, Yudai","2020",46,0.048,0.089,0.048,0,1,2,0,0,0,0,0,0,0,4,4,2,1,1,3,"0"
"87","Koga, Yudai","2021",125,0.224,0.256,0.241,12,7,24,2,0,0,0,0,4,1,16,1,1,4,0,4,"0"
"88","Shimotsuma, Takahiro","2017",11,0.1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,3,"0"
"89","Shimotsuma, Takahiro","2020",90,0.156,0.165,0.247,5,9,7,4,0,1,0,0,1,0,26,0,0,11,1,4,"0"
"90","Kozono, Kaito","2019",197,0.213,0.241,0.324,17,16,27,9,0,4,1,0,6,1,42,1,1,2,0,1,"0"
"91","Kozono, Kaito","2020",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"1"
"92","Kozono, Kaito","2021",481,0.298,0.32,0.399,65,35,105,18,6,5,4,4,13,1,57,7,3,12,4,3,"0"
"93","Kozono, Kaito","2022",511,0.266,0.3,0.362,57,38,101,12,6,7,2,2,24,2,76,11,1,8,5,4,"0"
"94","Miyamoto, Takeshi","2018",48,0.22,0.298,0.244,3,6,8,1,0,0,0,0,5,0,11,1,0,1,1,1,"0"
"95","Miyamoto, Takeshi","2019",47,0.143,0.217,0.143,5,0,6,0,0,0,2,1,4,0,19,2,0,1,0,2,"0"
"96","Miyamoto, Takeshi","2020",171,0.274,0.361,0.37,16,12,30,8,0,2,3,1,18,0,23,3,2,5,0,3,"0"
"97","Miyamoto, Takeshi","2021",92,0.286,0.395,0.386,9,8,15,4,0,1,0,1,12,0,10,0,2,6,2,4,"0"
"98","Cruz, Luis","2016",314,0.252,0.28,0.409,26,37,50,14,0,11,0,2,11,0,40,7,2,0,3,3,"0"
"99","Cruz, Luis","2017",70,0.159,0.157,0.203,4,5,8,3,0,0,0,0,0,0,7,2,0,0,1,4,"0"
"100","Mutoh, Atsuki","2021",19,0.105,0.105,0.211,4,0,1,0,1,0,4,0,0,0,8,0,0,0,0,1,"0"
"101","Mutoh, Atsuki","2022",99,0.25,0.323,0.375,11,9,16,2,3,1,1,5,8,0,28,1,2,0,1,2,"0"
"102","Mutoh, Atsuki","2024",5,0.2,0.2,0.2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,3,"0"
"103","Mutoh, Atsuki","2025",130,0.204,0.302,0.269,21,10,17,3,2,0,3,2,14,0,31,0,2,4,2,4,"0"
"104","Furukawa, Yudai","2022",108,0.229,0.288,0.26,5,1,19,3,0,0,0,2,8,0,23,1,0,4,0,1,"0"
"105","Furukawa, Yudai","2023",47,0.186,0.196,0.279,2,4,4,4,0,0,0,0,1,0,15,1,0,1,2,2,"0"
"106","Furukawa, Yudai","2024",3,0,0.333,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,"0"
"107","Kurokawa, Fumiya","2020",17,0.143,0.235,0.143,0,2,2,0,0,0,0,0,1,0,6,1,1,0,1,1,"0"
"108","Kurokawa, Fumiya","2021",80,0.187,0.228,0.253,4,8,11,2,0,1,0,0,3,0,17,1,1,1,0,2,"0"
"109","Kurokawa, Fumiya","2022",71,0.222,0.296,0.27,4,2,11,3,0,0,0,1,7,0,9,1,0,0,1,3,"0"
"110","Kurokawa, Fumiya","2023",24,0.091,0.087,0.227,1,2,1,0,0,1,0,0,0,0,5,0,0,1,1,4,"0"
"111","Voit, Luke","2025",276,0.3,0.384,0.498,29,39,51,9,0,13,0,0,27,2,59,5,6,0,0,1,"0"
"112","Rodriguez, Christian","2024",59,0.13,0.161,0.13,3,1,7,0,0,0,0,0,2,0,16,0,0,3,0,1,"0"
"113","Rodriguez, Christian","2025",34,0.207,0.303,0.241,3,1,5,1,0,0,0,0,4,0,11,1,0,1,0,2,"0"
"114","Wheeler, Zelous","2016",589,0.265,0.351,0.478,74,88,83,25,2,27,2,1,58,0,123,10,12,0,2,2,"0"
"115","Wheeler, Zelous","2017",605,0.271,0.342,0.493,75,82,89,27,0,31,7,3,50,4,98,14,10,0,3,3,"0"
"116","Wheeler, Zelous","2018",413,0.269,0.337,0.432,36,58,69,15,0,15,3,1,33,3,91,13,7,0,5,4,"0"
"117","Yokoo, Toshitake","2016",17,0.118,0.118,0.118,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"118","Yokoo, Toshitake","2017",149,0.239,0.309,0.418,14,20,22,3,0,7,0,0,11,0,45,2,3,0,1,2,"0"
"119","Yokoo, Toshitake","2018",210,0.207,0.255,0.358,18,24,29,2,0,9,0,1,9,0,45,5,4,2,2,3,"0"
"120","Yokoo, Toshitake","2019",191,0.188,0.268,0.3,7,13,19,10,0,3,0,0,15,2,34,4,4,1,1,4,"0"
"121","Mori, Shunta","2025",22,0.2,0.273,0.3,1,0,3,0,1,0,0,0,1,0,8,0,1,0,0,1,"0"
"122","Yamase, Shinnosuke","2022",11,0.182,0.182,0.273,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"123","Yamase, Shinnosuke","2023",7,0.143,0.143,0.143,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"124","Yamase, Shinnosuke","2024",6,0.333,0.333,0.333,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,"0"
"125","Yamase, Shinnosuke","2025",4,0.25,0.25,0.25,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,"0"
"126","Muramatsu, Kaito","2023",304,0.207,0.252,0.24,20,20,51,4,1,1,1,2,15,0,49,2,2,10,2,1,"0"
"127","Muramatsu, Kaito","2024",418,0.275,0.327,0.337,35,25,84,14,3,1,3,4,26,1,81,7,4,14,3,2,"0"
"128","Muramatsu, Kaito","2025",186,0.177,0.249,0.247,9,10,22,3,1,2,2,2,13,0,39,1,3,9,3,3,"0"
"129","Ford, Mike","2024",22,0.2,0.273,0.35,1,2,3,0,0,1,0,0,2,0,2,0,0,0,0,1,"0"
"130","Ford, Mike","2025",51,0.196,0.275,0.217,1,1,8,1,0,0,0,0,5,0,13,0,0,0,0,2,"0"
"131","Watanabe, Masaru","2019",29,0.148,0.172,0.222,3,2,2,2,0,0,1,0,1,0,11,0,0,0,1,1,"0"
"132","Watanabe, Masaru","2020",16,0.2,0.25,0.2,6,0,3,0,0,0,0,0,1,0,6,0,0,0,0,2,"0"
"133","Watanabe, Masaru","2021",134,0.21,0.266,0.277,13,11,21,2,0,2,3,3,9,0,25,1,0,6,0,3,"0"
"134","Watanabe, Masaru","2022",9,0.222,0.222,0.222,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,4,"0"
"135","Yoshinoh, Tsubasa","2025",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"136","Soto, Neftali","2018",459,0.31,0.364,0.644,74,95,72,16,0,41,0,1,29,2,100,5,9,0,5,1,"0"
"137","Soto, Neftali","2019",584,0.269,0.348,0.554,82,108,78,18,0,43,0,0,59,4,98,14,5,0,4,2,"0"
"138","Soto, Neftali","2020",480,0.252,0.323,0.47,59,78,65,18,0,25,0,0,44,0,103,12,3,0,5,3,"0"
"139","Soto, Neftali","2021",451,0.234,0.302,0.437,42,62,56,18,1,21,0,1,35,4,116,12,5,0,1,4,"0"
"140","Despaigne, Alfredo","2016",570,0.28,0.361,0.48,81,92,88,27,0,24,0,3,64,3,89,25,3,0,7,3,"0"
"141","Despaigne, Alfredo","2017",545,0.262,0.347,0.513,66,103,75,15,0,35,3,1,59,2,119,14,5,0,3,4,"0"
"142","Walker, Adam","2022",428,0.271,0.306,0.515,58,52,58,28,1,23,5,0,18,1,98,11,3,0,1,1,"0"
"143","Walker, Adam","2023",120,0.263,0.275,0.483,15,20,19,4,2,6,1,1,2,0,39,1,0,0,0,2,"0"
"144","Walker, Adam","2024",66,0.169,0.182,0.262,2,3,7,3,0,1,1,0,0,0,19,1,1,0,0,3,"0"
"145","Sunagawa, Richard","2021",116,0.181,0.233,0.419,11,20,8,4,0,7,0,0,6,0,38,1,2,0,3,1,"0"
"146","Sunagawa, Richard","2022",70,0.159,0.243,0.317,7,5,6,1,0,3,0,0,6,0,29,1,1,0,0,2,"0"
"147","Sunagawa, Richard","2023",64,0.115,0.156,0.131,2,1,6,1,0,0,0,0,2,0,25,0,1,0,0,3,"0"
"148","Sunagawa, Richard","2024",33,0.226,0.273,0.323,0,1,4,3,0,0,0,0,1,0,12,3,1,0,0,4,"0"
"149","Tatsumi, Ryosuke","2019",369,0.229,0.32,0.318,42,25,54,12,2,4,13,3,39,1,101,4,4,10,2,1,"0"
"150","Tatsumi, Ryosuke","2020",282,0.223,0.286,0.378,38,28,36,9,3,8,11,5,20,0,57,1,2,9,0,2,"0"
"151","Tatsumi, Ryosuke","2021",443,0.225,0.326,0.345,49,32,60,13,1,10,6,6,51,0,99,7,6,11,1,3,"0"
"152","Tatsumi, Ryosuke","2022",476,0.271,0.354,0.401,60,35,83,14,3,11,12,5,42,1,103,7,11,13,1,4,"0"
"153","Sasaki, Tai","2025",187,0.271,0.294,0.293,11,6,46,2,1,0,2,0,5,3,23,6,1,0,0,1,"0"
"154","Shinto, Yuya","2024",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"155","Shintoh, Yuya","2025",31,0.077,0.143,0.077,3,0,2,0,0,0,0,0,2,0,8,1,0,3,0,2,"0"
"156","Tanigawara, Kenta","2021",57,0.146,0.255,0.229,8,5,5,1,0,1,1,1,7,0,21,0,0,2,0,1,"0"
"157","Tanigawara, Kenta","2022",75,0.234,0.324,0.359,16,8,9,4,2,0,1,2,7,0,18,1,2,1,1,2,"0"
"158","Tanigawara, Kenta","2023",46,0.233,0.283,0.256,8,3,9,1,0,0,2,1,3,0,12,0,0,0,0,3,"0"
"159","Tanigawara, Kenta","2024",10,0.444,0.5,0.778,3,2,2,1,1,0,0,0,0,0,2,0,1,0,0,4,"0"
"160","Tanaka, Kazuki","2017",59,0.111,0.158,0.204,9,2,3,2,0,1,7,2,3,0,25,0,0,2,0,1,"1"
"161","Tanaka, Kazuki","2018",465,0.265,0.323,0.423,67,45,82,11,1,18,21,6,37,0,101,4,0,4,1,2,"0"
"162","Tanaka, Kazuki","2019",193,0.188,0.298,0.269,22,9,21,6,2,1,3,7,26,1,37,3,0,5,2,3,"0"
"163","Tanaka, Kazuki","2020",282,0.24,0.305,0.382,38,25,42,10,1,8,6,2,23,0,76,2,1,3,1,4,"0"
"164","Tsukada, Masayoshi","2016",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"0"
"165","Tsukada, Masayoshi","2017",27,0.154,0.185,0.423,3,2,1,1,0,2,0,0,0,0,8,1,1,0,0,4,"0"
"166","Hojoh, Fumiya","2016",438,0.273,0.341,0.382,44,33,74,25,1,5,6,0,38,4,91,10,4,7,4,2,"0"
"167","Hojoh, Fumiya","2017",252,0.21,0.286,0.301,26,20,34,7,2,3,0,0,23,0,42,4,1,7,2,3,"0"
"168","Hojoh, Fumiya","2018",266,0.322,0.37,0.377,34,20,67,8,1,1,1,0,19,0,32,7,1,4,3,4,"0"
"169","Takabe, Akito","2020",11,0.1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,"0"
"170","Takabe, Akito","2021",69,0.145,0.242,0.218,6,6,6,1,0,1,4,0,7,0,19,1,0,7,0,2,"1"
"171","Takabe, Akito","2022",608,0.274,0.324,0.342,66,38,123,16,6,3,44,10,36,1,103,12,6,22,3,3,"0"
"172","Takabe, Akito","2024",287,0.3,0.348,0.381,37,23,62,12,3,1,10,4,19,2,43,3,1,5,2,4,"0"
"173","Sano, Yukikazu","2021",9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,"0"
"174","Sano, Yukikazu","2022",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"175","Imai, Junnosuke","2017",4,0.25,0.25,0.25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"176","Imai, Junnosuke","2019",7,0.143,0.143,0.143,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,"0"
"177","Imai, Junnosuke","2021",3,0,0.333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"0"
"178","Inoue, Seiya","2016",107,0.232,0.29,0.343,7,16,16,5,0,2,0,0,5,0,19,6,3,0,0,3,"0"
"179","Inoue, Seiya","2017",119,0.23,0.269,0.292,5,11,19,7,0,0,0,0,5,0,26,2,1,0,0,4,"1"
"180","Isobata, Ryota","2021",84,0.225,0.244,0.325,13,5,13,3,1,1,9,1,2,0,19,0,0,2,0,1,"0"
"181","Isobata, Ryota","2022",16,0.286,0.375,0.286,0,1,4,0,0,0,3,1,2,0,6,0,0,0,0,2,"0"
"182","Isobata, Ryota","2023",205,0.228,0.251,0.269,23,6,39,2,3,0,17,6,4,0,50,1,2,6,0,3,"0"
"183","Isobata, Ryota","2024",127,0.161,0.21,0.196,38,3,15,2,1,0,18,9,6,0,34,1,1,8,0,4,"0"
"184","Mima, Yuki","2018",38,0.139,0.162,0.139,2,1,5,0,0,0,0,0,1,0,11,2,0,1,0,2,"0"
"185","Mima, Yuki","2019",22,0.091,0.091,0.273,4,1,0,1,0,1,0,0,0,0,5,0,0,0,0,3,"0"
"186","Nomura, Daiju","2019",2,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"187","Nomura, Daiju","2021",19,0.176,0.263,0.235,1,3,2,1,0,0,0,0,2,0,5,0,0,0,0,2,"0"
"188","Nomura, Daiju","2022",75,0.229,0.27,0.329,5,8,10,5,1,0,0,0,3,0,18,2,1,1,0,3,"0"
"189","Nomura, Daiju","2023",83,0.216,0.253,0.284,7,4,13,2,0,1,1,0,4,0,22,5,0,4,1,4,"0"
"190","Okamoto, Kazuma","2016",10,0.1,0.1,0.2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,"0"
"191","Okamoto, Kazuma","2017",35,0.194,0.286,0.226,2,2,5,1,0,0,0,0,4,0,10,0,0,0,0,3,"1"
"192","Okamoto, Kazuma","2018",616,0.309,0.394,0.541,82,100,108,26,0,33,2,1,72,1,120,11,4,0,0,4,"0"
"193","Ohshiro, Koji","2016",177,0.224,0.246,0.261,11,7,31,4,1,0,1,4,5,0,38,4,0,10,1,1,"0"
"194","Ohshiro, Koji","2017",400,0.246,0.285,0.299,28,21,72,10,1,2,7,4,16,0,59,6,3,35,1,2,"0"
"195","Ohshiro, Koji","2018",428,0.231,0.289,0.31,45,28,67,14,2,4,15,9,28,1,77,8,3,20,0,3,"0"
"196","Ohshiro, Koji","2019",345,0.262,0.329,0.364,36,28,56,18,2,3,11,10,25,0,56,4,6,11,1,4,"0"
"197","Oka, Hiromi","2016",154,0.374,0.45,0.473,28,12,40,7,0,2,9,1,15,0,27,4,4,3,1,3,"0"
"198","Oka, Hiromi","2017",132,0.169,0.194,0.218,15,7,16,4,1,0,6,2,4,0,34,4,0,3,1,4,"0"
"199","Umebayashi, Yuki","2022",51,0.104,0.122,0.125,2,3,4,1,0,0,0,0,1,0,19,0,0,2,0,1,"0"
"200","Umebayashi, Yuki","2023",6,0.5,0.5,0.5,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,"0"
"201","Umebayashi, Yuki","2024",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,"0"
"202","Umebayashi, Yuki","2025",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,"0"
"203","Kadowaki, Makoto","2023",348,0.263,0.302,0.335,34,21,67,12,1,3,11,5,18,3,58,4,0,14,0,1,"0"
"204","Kadowaki, Makoto","2024",405,0.243,0.319,0.274,29,21,75,9,1,0,9,3,37,7,63,3,2,16,0,2,"0"
"205","Kadowaki, Makoto","2025",176,0.223,0.274,0.274,14,4,28,6,1,0,6,1,10,0,32,2,1,8,0,3,"0"
"206","Fukuda, Masayoshi","2016",74,0.2,0.294,0.333,6,8,8,2,0,2,2,2,8,0,11,3,0,6,0,2,"0"
"207","Fukuda, Masayoshi","2017",7,0.143,0.143,0.143,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,"0"
"208","Yachi, Ryota","2016",80,0.3,0.372,0.414,10,6,15,5,0,1,0,0,7,0,14,2,1,2,0,4,"0"
"209","Yohkawa, Naomasa","2016",77,0.167,0.221,0.25,6,4,10,0,0,2,0,0,4,0,22,0,1,0,0,1,"0"
